batter,name,pa,k_pct,bb_pct,chase_pct,whiff_pct,barrel_pct,kmeans_label,gmm_label,dbscan_label,archetype
691023,Jordan Walker,338,25.7396449704142,6.804733727810651,35.50834597875569,28.706624605678236,13.3,1,1,0,power
545361,Mike Trout,337,24.62908011869436,17.2106824925816,19.3029490616622,20.55045871559633,20.9,1,1,-1,power
575929,Willson Contreras,337,25.816023738872403,8.90207715133531,34.45378151260504,29.612403100775197,13.8,1,1,0,power
663656,Kyle Tucker,336,21.13095238095238,12.202380952380953,25.40381791483113,21.745788667687595,5.9,0,0,0,contact
691016,Tyler Soderstrom,336,17.55952380952381,11.607142857142858,25.958702064896755,19.897084048027445,10.0,0,1,0,contact
661388,William Contreras,336,13.392857142857142,8.333333333333334,28.684627575277336,17.15867158671587,7.8,0,0,0,contact
670623,Isaac Paredes,335,15.82089552238806,9.850746268656716,27.468354430379748,16.512345679012345,6.3,0,0,0,contact
701807,Carson Benge,334,21.856287425149706,6.88622754491018,26.431718061674008,19.967532467532468,8.1,0,0,0,contact
695657,Colson Montgomery,334,31.736526946107784,8.083832335329342,31.927710843373493,33.99390243902439,14.4,1,1,0,power
521692,Salvador Pérez,334,19.760479041916167,3.2934131736526946,45.55712270803949,23.672883787661405,9.3,0,1,0,contact
681198,Tj Rumfield,334,14.37125748502994,9.580838323353293,30.91715976331361,18.078175895765472,6.1,0,0,0,contact
663586,Austin Riley,333,28.52852852852853,8.408408408408409,32.658569500674766,29.793977812995244,9.9,1,1,0,power
696100,Hunter Goodman,333,32.732732732732735,6.906906906906907,41.07402031930334,32.23388305847077,17.4,1,1,0,power
668227,Randy Arozarena,332,21.98795180722892,9.036144578313252,31.75775480059084,25.16025641025641,7.4,1,1,0,power
669394,Jake Burger,331,25.98187311178248,8.157099697885196,36.52694610778443,31.97389885807504,9.7,1,1,0,power
621439,Byron Buxton,330,24.545454545454547,6.363636363636363,35.07692307692308,29.513343799058084,18.5,1,1,0,power
605137,Josh Bell,329,21.580547112462007,6.990881458966565,31.2316715542522,22.52663622526636,10.0,1,1,0,power
676391,Ernie Clement,327,10.091743119266056,3.363914373088685,44.79371316306483,14.56140350877193,2.5,0,0,0,contact
679529,Spencer Torkelson,326,32.20858895705521,11.349693251533742,21.866295264623957,29.096989966555185,13.5,1,1,0,power
686797,Brooks Lee,325,15.384615384615383,6.769230769230769,32.84313725490196,18.312101910828027,4.4,0,0,0,contact
664761,Alec Bohm,325,14.153846153846152,6.461538461538462,24.829931972789115,13.747645951035782,4.4,0,0,0,contact
693307,Dillon Dingler,324,21.604938271604937,7.098765432098766,34.575260804769,20.230263157894736,12.6,1,1,0,power
665862,Jazz Chisholm,323,28.48297213622291,10.526315789473683,28.34757834757835,29.879101899827287,8.8,1,1,0,power
701358,Cam Smith,321,25.233644859813083,8.722741433021806,28.38038632986627,27.850162866449512,12.6,1,1,0,power
543760,Marcus Semien,320,21.25,7.1875,29.1958041958042,21.59468438538206,8.0,0,0,0,contact
693304,Nick Gonzales,319,18.808777429467085,6.269592476489028,31.90082644628099,21.337579617834397,3.0,0,0,0,contact
669477,Casey Schmitt,318,19.18238993710692,2.20125786163522,37.2791519434629,20.35830618892508,12.8,0,1,0,contact
807712,Luke Keaschall,317,15.141955835962143,9.46372239747634,22.92358803986711,14.343434343434344,3.0,0,0,0,contact
621020,Dansby Swanson,317,23.974763406940063,11.67192429022082,25.70162481536189,28.141592920353983,7.0,1,1,0,power
668715,Spencer Steer,316,23.417721518987346,9.177215189873415,26.27511591962906,22.968197879858657,12.9,1,1,0,power
680757,Steven Kwan,316,10.443037974683543,12.341772151898734,21.990369181380416,7.432432432432432,0.4,0,0,-1,contact
669016,Brandon Marsh,315,26.03174603174603,4.126984126984127,38.42281879194631,22.63242375601926,9.3,1,1,0,power
677587,Brayan Rocchio,315,13.333333333333334,7.936507936507937,33.73676248108926,21.521035598705502,2.5,0,1,0,contact
643289,Mauricio Dubón,315,14.285714285714286,6.031746031746032,37.17948717948718,14.403973509933774,5.3,0,0,0,contact
678882,Ceddanne Rafaela,315,19.365079365079364,4.761904761904762,40.1305057096248,22.22222222222222,5.2,0,0,0,contact
608070,José Ramírez,314,14.012738853503183,11.46496815286624,29.65616045845272,15.126050420168069,6.6,0,0,0,contact
